id,gender,age,province,product,Q1,Q2,Q3,Q4,Q5
674,Female,65+,ON,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Strongly disagree,Very helpful,10
675,Female,25-34,ON,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Very helpful,10
676,Male,35-54,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Very dissatisfied,Strongly agree,Somewhat helpful,3
677,Male,65+,AB,Bass-O-Matic,Somewhat dissatisfied,Very satisfied,Strongly disagree,Somewhat helpful,6
678,Male,65+,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Not at all helpful,5
679,Male,35-54,BC,Happy Fun Ball,Somewhat dissatisfied,Somewhat satisfied,Strongly disagree,Somewhat helpful,4
680,Male,18-24,BC,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Agree,Somewhat helpful,6
681,Female,55-64,ON,Happy Fun Ball,Somewhat satisfied,Very dissatisfied,Disagree,Extremely helpful,9
682,Male,35-54,AB,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither agree nor disagree,Extremely helpful,9
683,Female,25-34,ON,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Strongly agree,Not so helpful,5
684,Female,65+,ON,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Strongly agree,Not at all helpful,8
685,Male,18-24,BC,Little Chocolate Donuts,Very satisfied,Somewhat satisfied,Strongly agree,Not so helpful,1
686,Female,35-54,BC,Bag of Glass,Very dissatisfied,Very dissatisfied,Agree,Very helpful,3
687,Male,35-54,QC,Bag of Glass,Very dissatisfied,Very satisfied,Neither agree nor disagree,Extremely helpful,8
688,Female,18-24,ON,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Strongly disagree,Not at all helpful,1
689,Male,25-34,ON,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat dissatisfied,Neither agree nor disagree,Not so helpful,0
690,Female,35-54,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Agree,Very helpful,8
691,Female,18-24,QC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly agree,Very helpful,1
692,Female,25-34,BC,Little Chocolate Donuts,Somewhat satisfied,Somewhat satisfied,Agree,Not at all helpful,8
693,Female,35-54,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Somewhat helpful,1
694,Male,35-54,ON,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Extremely helpful,3
695,Female,65+,ON,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Neither agree nor disagree,Not at all helpful,1
696,Male,35-54,QC,Bass-O-Matic,Very satisfied,Somewhat satisfied,Strongly agree,Somewhat helpful,3
697,Male,35-54,QC,Bass-O-Matic,Very dissatisfied,Very satisfied,Strongly disagree,Very helpful,0
698,Male,25-34,ON,Bag of Glass,Neither satisfied nor dissatisfied,Very dissatisfied,Strongly agree,Not at all helpful,10
699,Male,65+,BC,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Strongly disagree,Very helpful,2
700,Male,35-54,AB,Happy Fun Ball,Neither satisfied nor dissatisfied,Somewhat satisfied,Strongly disagree,Very helpful,1
701,Male,55-64,ON,Bag of Glass,Very satisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Very helpful,6
702,Male,35-54,BC,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Strongly agree,Not at all helpful,7
703,Female,55-64,ON,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Strongly agree,Very helpful,1
704,Male,18-24,ON,Happy Fun Ball,Very satisfied,Very satisfied,Strongly agree,Very helpful,9
705,Female,65+,AB,Happy Fun Ball,Neither satisfied nor dissatisfied,Very dissatisfied,Neither agree nor disagree,Somewhat helpful,6
706,Male,65+,AB,Happy Fun Ball,Somewhat dissatisfied,Somewhat satisfied,Agree,Not so helpful,7
707,Female,25-34,BC,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Disagree,Very helpful,9
708,Female,25-34,ON,Bag of Glass,Somewhat dissatisfied,Very satisfied,Neither agree nor disagree,Not at all helpful,4
709,Male,18-24,BC,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Strongly disagree,Not so helpful,5
710,Female,35-54,AB,Happy Fun Ball,Neither satisfied nor dissatisfied,Very satisfied,Strongly disagree,Not so helpful,1
711,Male,25-34,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Not at all helpful,10
712,Male,35-54,BC,Little Chocolate Donuts,Somewhat satisfied,Somewhat satisfied,Strongly agree,Not at all helpful,0
713,Female,55-64,QC,Happy Fun Ball,Very satisfied,Very dissatisfied,Agree,Very helpful,7
714,Male,35-54,AB,Bass-O-Matic,Somewhat dissatisfied,Very satisfied,Neither agree nor disagree,Very helpful,5
715,Female,25-34,BC,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Agree,Extremely helpful,3
716,Male,25-34,QC,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Neither agree nor disagree,Very helpful,0
717,Male,35-54,BC,Happy Fun Ball,Neither satisfied nor dissatisfied,Very dissatisfied,Strongly agree,Not at all helpful,5
718,Male,18-24,QC,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Strongly disagree,Very helpful,2
719,Male,35-54,QC,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Strongly agree,Not so helpful,4
720,Female,35-54,ON,Bass-O-Matic,Very satisfied,Very satisfied,Agree,Very helpful,5
721,Female,35-54,ON,Bass-O-Matic,Very satisfied,Very dissatisfied,Agree,Not at all helpful,0
722,Female,65+,BC,Happy Fun Ball,Very dissatisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Somewhat helpful,0
723,Female,35-54,QC,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Disagree,Not so helpful,9
724,Female,25-34,AB,Happy Fun Ball,Very dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Somewhat helpful,10
725,Female,25-34,AB,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Agree,Somewhat helpful,3
726,Female,35-54,QC,Bass-O-Matic,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Disagree,Very helpful,1
727,Male,35-54,QC,Little Chocolate Donuts,Very satisfied,Neither satisfied nor dissatisfied,Strongly agree,Not so helpful,1
728,Male,65+,ON,Happy Fun Ball,Very dissatisfied,Very satisfied,Agree,Somewhat helpful,3
729,Male,65+,ON,Bass-O-Matic,Very dissatisfied,Neither satisfied nor dissatisfied,Agree,Not at all helpful,7
730,Male,35-54,QC,Little Chocolate Donuts,Somewhat satisfied,Very satisfied,Strongly agree,Very helpful,1
731,Female,55-64,ON,Little Chocolate Donuts,Somewhat satisfied,Somewhat dissatisfied,Strongly agree,Extremely helpful,4
732,Female,25-34,BC,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Strongly disagree,Somewhat helpful,8
733,Male,55-64,QC,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Strongly disagree,Somewhat helpful,1
734,Female,55-64,BC,Little Chocolate Donuts,Very satisfied,Neither satisfied nor dissatisfied,Strongly agree,Not at all helpful,7
735,Male,18-24,ON,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat satisfied,Disagree,Extremely helpful,2
736,Male,25-34,QC,Bass-O-Matic,Somewhat dissatisfied,Somewhat dissatisfied,Strongly agree,Somewhat helpful,10
737,Female,55-64,AB,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Disagree,Not so helpful,2
738,Male,35-54,ON,Happy Fun Ball,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Disagree,Not at all helpful,5
739,Male,25-34,ON,Bag of Glass,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Agree,Very helpful,2
740,Female,55-64,QC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very satisfied,Disagree,Extremely helpful,10
741,Female,25-34,QC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither agree nor disagree,Extremely helpful,1
742,Female,65+,QC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very dissatisfied,Agree,Very helpful,8
743,Female,25-34,QC,Bass-O-Matic,Very satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Not so helpful,4
744,Male,18-24,AB,Happy Fun Ball,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly agree,Somewhat helpful,1
745,Male,35-54,QC,Bass-O-Matic,Very dissatisfied,Very satisfied,Disagree,Very helpful,7
746,Male,25-34,QC,Happy Fun Ball,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Disagree,Not at all helpful,4
747,Male,65+,QC,Bag of Glass,Very satisfied,Very satisfied,Strongly disagree,Somewhat helpful,7
748,Female,65+,AB,Bass-O-Matic,Very satisfied,Very dissatisfied,Strongly agree,Very helpful,10
749,Female,35-54,BC,Happy Fun Ball,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Strongly agree,Not so helpful,1
750,Male,55-64,ON,Bass-O-Matic,Very satisfied,Very satisfied,Agree,Very helpful,6
751,Female,65+,ON,Little Chocolate Donuts,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly agree,Extremely helpful,7
752,Male,65+,QC,Little Chocolate Donuts,Very dissatisfied,Very satisfied,Strongly disagree,Not at all helpful,8
753,Male,55-64,ON,Happy Fun Ball,Very dissatisfied,Somewhat dissatisfied,Strongly agree,Somewhat helpful,5
754,Female,65+,BC,Little Chocolate Donuts,Very dissatisfied,Somewhat satisfied,Agree,Not so helpful,8
755,Male,65+,AB,Bag of Glass,Somewhat satisfied,Neither satisfied nor dissatisfied,Disagree,Somewhat helpful,4
756,Female,35-54,AB,Bass-O-Matic,Somewhat satisfied,Very satisfied,Agree,Very helpful,7
757,Male,65+,QC,Happy Fun Ball,Somewhat dissatisfied,Somewhat satisfied,Strongly disagree,Very helpful,8
758,Female,35-54,ON,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Disagree,Not so helpful,4
759,Female,18-24,BC,Happy Fun Ball,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not so helpful,6
760,Male,35-54,AB,Happy Fun Ball,Very satisfied,Somewhat dissatisfied,Strongly disagree,Not so helpful,6
761,Male,35-54,ON,Bass-O-Matic,Very satisfied,Somewhat dissatisfied,Disagree,Somewhat helpful,4
762,Male,35-54,AB,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very satisfied,Agree,Not so helpful,6
763,Female,65+,BC,Little Chocolate Donuts,Somewhat satisfied,Very dissatisfied,Neither agree nor disagree,Very helpful,0
764,Female,35-54,QC,Little Chocolate Donuts,Somewhat satisfied,Somewhat dissatisfied,Disagree,Not at all helpful,3
765,Female,65+,AB,Little Chocolate Donuts,Somewhat dissatisfied,Very satisfied,Neither agree nor disagree,Very helpful,7
766,Male,55-64,ON,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat dissatisfied,Strongly agree,Not at all helpful,3
767,Male,35-54,BC,Little Chocolate Donuts,Very dissatisfied,Somewhat satisfied,Strongly agree,Not at all helpful,2
768,Female,55-64,ON,Bag of Glass,Somewhat dissatisfied,Very dissatisfied,Neither agree nor disagree,Not so helpful,9
769,Male,35-54,BC,Bass-O-Matic,Somewhat dissatisfied,Very satisfied,Disagree,Very helpful,3
770,Female,35-54,BC,Little Chocolate Donuts,Very dissatisfied,Somewhat satisfied,Neither agree nor disagree,Not so helpful,8
771,Male,55-64,BC,Little Chocolate Donuts,Somewhat satisfied,Very dissatisfied,Strongly disagree,Extremely helpful,10
772,Female,65+,ON,Bass-O-Matic,Very dissatisfied,Very satisfied,Agree,Somewhat helpful,3
773,Female,55-64,QC,Bass-O-Matic,Somewhat dissatisfied,Somewhat dissatisfied,Strongly disagree,Not at all helpful,1
774,Male,25-34,ON,Little Chocolate Donuts,Somewhat satisfied,Somewhat dissatisfied,Neither agree nor disagree,Not at all helpful,6
775,Male,35-54,ON,Little Chocolate Donuts,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not at all helpful,10
776,Male,35-54,BC,Bass-O-Matic,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Agree,Not at all helpful,9
777,Female,65+,BC,Happy Fun Ball,Somewhat dissatisfied,Very satisfied,Strongly agree,Very helpful,9
778,Male,65+,QC,Little Chocolate Donuts,Very dissatisfied,Very dissatisfied,Agree,Somewhat helpful,1
779,Female,35-54,QC,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Strongly disagree,Not at all helpful,1
780,Female,35-54,ON,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat dissatisfied,Strongly agree,Somewhat helpful,0
781,Female,35-54,ON,Bag of Glass,Very satisfied,Neither satisfied nor dissatisfied,Disagree,Very helpful,4
782,Male,35-54,BC,Happy Fun Ball,Somewhat dissatisfied,Very satisfied,Strongly agree,Somewhat helpful,3
783,Male,65+,QC,Bass-O-Matic,Somewhat satisfied,Very satisfied,Strongly agree,Not at all helpful,9
784,Female,35-54,ON,Little Chocolate Donuts,Somewhat satisfied,Very satisfied,Neither agree nor disagree,Very helpful,8
785,Male,25-34,AB,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Strongly agree,Not at all helpful,3
786,Male,35-54,ON,Happy Fun Ball,Somewhat dissatisfied,Very satisfied,Neither agree nor disagree,Somewhat helpful,10
787,Female,55-64,ON,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Strongly disagree,Not so helpful,3
788,Male,65+,QC,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Extremely helpful,2
789,Male,65+,QC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very dissatisfied,Strongly agree,Very helpful,0
790,Female,35-54,ON,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Agree,Extremely helpful,5
791,Male,25-34,AB,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat dissatisfied,Disagree,Somewhat helpful,2
792,Female,55-64,AB,Little Chocolate Donuts,Somewhat dissatisfied,Somewhat satisfied,Agree,Extremely helpful,3
793,Male,18-24,AB,Happy Fun Ball,Very satisfied,Neither satisfied nor dissatisfied,Disagree,Extremely helpful,4
794,Male,25-34,BC,Bass-O-Matic,Very dissatisfied,Very satisfied,Disagree,Not at all helpful,10
795,Male,55-64,QC,Bass-O-Matic,Neither satisfied nor dissatisfied,Very dissatisfied,Agree,Extremely helpful,1
796,Female,55-64,BC,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Agree,Somewhat helpful,10
797,Male,25-34,AB,Little Chocolate Donuts,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not at all helpful,6
798,Male,25-34,BC,Bag of Glass,Very dissatisfied,Very satisfied,Agree,Very helpful,0
799,Female,18-24,BC,Happy Fun Ball,Somewhat dissatisfied,Very satisfied,Strongly agree,Very helpful,7
800,Male,35-54,AB,Happy Fun Ball,Very satisfied,Somewhat satisfied,Strongly disagree,Not at all helpful,7
801,Female,55-64,AB,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Neither agree nor disagree,Not so helpful,7
802,Female,25-34,ON,Happy Fun Ball,Very satisfied,Somewhat satisfied,Disagree,Somewhat helpful,8
803,Male,25-34,QC,Happy Fun Ball,Very satisfied,Very satisfied,Disagree,Not at all helpful,2
804,Female,35-54,AB,Little Chocolate Donuts,Somewhat satisfied,Somewhat dissatisfied,Strongly disagree,Very helpful,3
805,Female,35-54,ON,Happy Fun Ball,Somewhat dissatisfied,Somewhat satisfied,Disagree,Very helpful,9
806,Female,35-54,ON,Little Chocolate Donuts,Very satisfied,Somewhat satisfied,Strongly agree,Not at all helpful,6
807,Male,35-54,AB,Happy Fun Ball,Somewhat dissatisfied,Very dissatisfied,Strongly disagree,Somewhat helpful,9
808,Female,25-34,ON,Bass-O-Matic,Somewhat satisfied,Somewhat satisfied,Neither agree nor disagree,Very helpful,9
809,Female,25-34,ON,Bass-O-Matic,Very dissatisfied,Somewhat dissatisfied,Strongly agree,Extremely helpful,2
810,Male,18-24,QC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Strongly agree,Very helpful,2
811,Male,65+,ON,Bass-O-Matic,Very satisfied,Very satisfied,Agree,Not so helpful,10
812,Female,25-34,ON,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly agree,Somewhat helpful,6
813,Male,25-34,ON,Little Chocolate Donuts,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Strongly disagree,Extremely helpful,2
814,Female,65+,BC,Happy Fun Ball,Very dissatisfied,Very satisfied,Disagree,Very helpful,1
815,Female,55-64,AB,Happy Fun Ball,Neither satisfied nor dissatisfied,Very dissatisfied,Strongly agree,Not so helpful,0
816,Male,35-54,QC,Bass-O-Matic,Very satisfied,Very satisfied,Strongly agree,Not at all helpful,1
817,Male,35-54,AB,Little Chocolate Donuts,Very satisfied,Somewhat satisfied,Strongly disagree,Very helpful,8
818,Female,65+,AB,Little Chocolate Donuts,Somewhat satisfied,Somewhat dissatisfied,Disagree,Somewhat helpful,7
819,Female,35-54,QC,Bag of Glass,Very satisfied,Somewhat satisfied,Neither agree nor disagree,Very helpful,10
820,Female,35-54,QC,Bass-O-Matic,Very dissatisfied,Very dissatisfied,Strongly agree,Somewhat helpful,5
821,Male,25-34,ON,Bass-O-Matic,Very satisfied,Somewhat satisfied,Neither agree nor disagree,Extremely helpful,0
822,Male,25-34,BC,Bass-O-Matic,Neither satisfied nor dissatisfied,Very satisfied,Neither agree nor disagree,Not so helpful,6
823,Male,25-34,BC,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Agree,Not at all helpful,2
824,Male,55-64,ON,Little Chocolate Donuts,Very satisfied,Somewhat dissatisfied,Disagree,Extremely helpful,6
825,Male,18-24,BC,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very satisfied,Strongly disagree,Not so helpful,2
826,Female,55-64,ON,Little Chocolate Donuts,Very dissatisfied,Very satisfied,Strongly agree,Very helpful,6
827,Female,65+,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Somewhat satisfied,Agree,Somewhat helpful,10
828,Male,35-54,QC,Happy Fun Ball,Somewhat dissatisfied,Somewhat dissatisfied,Strongly agree,Not at all helpful,5
829,Male,55-64,QC,Bass-O-Matic,Somewhat satisfied,Very dissatisfied,Neither agree nor disagree,Extremely helpful,4
830,Male,25-34,QC,Happy Fun Ball,Very satisfied,Very dissatisfied,Strongly disagree,Not at all helpful,0
831,Male,65+,ON,Bag of Glass,Very dissatisfied,Somewhat dissatisfied,Disagree,Not so helpful,6
832,Male,65+,BC,Happy Fun Ball,Very satisfied,Somewhat dissatisfied,Neither agree nor disagree,Somewhat helpful,2
833,Female,25-34,ON,Bass-O-Matic,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Agree,Very helpful,7
834,Male,65+,BC,Happy Fun Ball,Somewhat satisfied,Very dissatisfied,Disagree,Extremely helpful,5
835,Female,35-54,QC,Happy Fun Ball,Very satisfied,Very dissatisfied,Agree,Not at all helpful,4
836,Male,35-54,ON,Bass-O-Matic,Somewhat satisfied,Somewhat dissatisfied,Strongly disagree,Not so helpful,6
837,Female,55-64,BC,Bag of Glass,Very satisfied,Neither satisfied nor dissatisfied,Agree,Extremely helpful,6
838,Male,65+,QC,Happy Fun Ball,Somewhat satisfied,Neither satisfied nor dissatisfied,Strongly disagree,Somewhat helpful,7
839,Male,35-54,BC,Bass-O-Matic,Somewhat dissatisfied,Somewhat satisfied,Disagree,Somewhat helpful,3
840,Female,65+,ON,Bass-O-Matic,Very dissatisfied,Very satisfied,Strongly agree,Somewhat helpful,7
841,Male,35-54,AB,Happy Fun Ball,Somewhat dissatisfied,Somewhat dissatisfied,Strongly agree,Not at all helpful,0
842,Male,25-34,AB,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Very satisfied,Agree,Extremely helpful,4
843,Female,65+,BC,Bass-O-Matic,Somewhat dissatisfied,Very dissatisfied,Agree,Extremely helpful,0
844,Male,55-64,QC,Bass-O-Matic,Very dissatisfied,Somewhat satisfied,Neither agree nor disagree,Somewhat helpful,4
845,Female,18-24,ON,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Agree,Very helpful,6
846,Female,25-34,AB,Bass-O-Matic,Very satisfied,Very dissatisfied,Disagree,Very helpful,9
847,Male,25-34,AB,Little Chocolate Donuts,Neither satisfied nor dissatisfied,Somewhat satisfied,Agree,Extremely helpful,10
848,Male,65+,AB,Bass-O-Matic,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither agree nor disagree,Not at all helpful,7
